,,,2017a,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67,_68,_69,_70,_71,_72,_73,_74,_75,_76,_77,_78,_79,_80,_81,_82,_83,_84,_85,_86,_87,_88,_89,_90,_91,_92,_93,_94,_95,_96,_97,_98,_99,_100,_101,_102,_103,_104,_105,_106,_107,_108,_109,_110,_111,_112,_113,_114,_115,_116
1158,C02E,E,DSC01158.JPG,2/27/2019 10:33,2018:07:24 17:37:28,2018:07:24 17:37:28,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8512358.7,0.815,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.59,2.98,5.31,4.32,3.73,4.04,3.72,11.88,6.67,4.66,4.29,4.75,4.31,12.24,5,0.8,0.93,0.87,0.85,0.86,1,,,,,,0,0,0,0,3.716,6.668,4.658,4.286,4.747,4.311,,,,,0.0263,0.0563,0.0302,40.95,6.14,47.09,1.08,0.35,1.42,,,,,,,,,,,
1159,C02E,S,DSC01159.JPG,2/27/2019 10:34,2018:07:24 17:38:13,2018:07:24 17:38:13,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7709335.9,0.738,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.37,3.68,3.73,3.54,3.15,3.67,3.16,12.24,5.04,4.02,3.77,4.46,3.81,13.14,2,0.74,0.88,0.84,0.82,0.83,1,,,,,,0,0,0,0,3.156,5.042,4.017,3.767,4.461,3.809,,,,,0.0747,0.0545,0.072,40.95,6.14,47.09,3.06,0.33,3.39,,,,,,,,,,,
1160,C02E,W,DSC01160.JPG,2/27/2019 10:34,2018:07:24 17:39:44,2018:07:24 17:39:44,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8660544.1,0.83,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.16,2.33,3.91,4.02,3.64,4.26,3.58,13.32,5.41,4.62,4.6,5.63,4.56,11.34,8,0.72,0.87,0.79,0.76,0.78,1,,,,,,0,0,0,0,3.576,5.406,4.624,4.596,5.627,4.559,,,,,0.0247,0.0334,0.0259,40.95,6.14,47.09,1.01,0.21,1.22,,,,,,,,,,,
1162,C02W,C,DSC01162.JPG,2/27/2019 10:34,2018:07:24 17:41:25,2018:07:24 17:41:25,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7134051.7,0.683,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.64,5.15,2.88,3.21,2.84,3.39,2.95,13.86,3.67,3.78,3.52,4.41,3.69,14.4,4,0.78,0.85,0.81,0.77,0.8,1,,,,,,0,0,0,0,2.95,3.669,3.78,3.521,4.408,3.692,,,,,0.0553,0.0828,0.0589,40.95,6.14,47.09,2.26,0.51,2.77,,,,,,,,,,,
1163,C02W,N,DSC01163.JPG,2/27/2019 10:34,2018:07:24 17:42:16,2018:07:24 17:42:16,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7550338.9,0.723,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.58,4.89,2.85,3.24,2.91,3.37,2.83,12.78,4.23,3.96,3.99,4.64,3.86,12.78,6,0.67,0.82,0.73,0.73,0.73,1,,,,,,0,0,0,0,2.831,4.232,3.957,3.992,4.638,3.858,,,,,0.0256,0.0653,0.0307,40.95,6.14,47.09,1.05,0.4,1.45,,,,,,,,,,,
1164,C02W,E,DSC01164.JPG,2/27/2019 10:34,2018:07:24 17:43:12,2018:07:24 17:43:12,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8677532.8,0.831,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.89,2.88,3.57,4.01,3.73,4.88,3.73,3.96,4.84,4.68,4.53,6.21,4.65,6.12,8,0.74,0.86,0.83,0.79,0.8,1,,,,,,0,0,0,0,3.732,4.838,4.676,4.525,6.212,4.646,,,,,0.0168,0.0261,0.018,40.95,6.14,47.09,0.69,0.16,0.85,,,,,,,,,,,
1165,C02W,S,DSC01165.JPG,2/27/2019 10:34,2018:07:24 17:43:54,2018:07:24 17:43:54,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),6728895,0.645,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,6.69,7.18,2.94,2.74,2.5,3.36,2.71,12.96,3.26,3.21,3.08,4.43,3.44,11.7,5,0.9,0.85,0.81,0.76,0.79,1,,,,,,0,0,0,0,2.709,3.26,3.213,3.077,4.425,3.437,,,,,0.0515,0.0985,0.0576,40.95,6.14,47.09,2.11,0.6,2.71,,,,,,,,,,,
1166,C02W,W,DSC01166.JPG,2/27/2019 10:35,2018:07:24 17:44:40,2018:07:24 17:44:40,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8732163.1,0.836,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.94,2.91,4.71,4.1,3.74,4.78,3.67,3.42,6.44,4.67,4.75,6.11,4.7,6.12,9,0.73,0.88,0.79,0.78,0.78,1,,,,,,0,0,0,0,3.667,6.435,4.666,4.752,6.109,4.695,,,,,0.0116,0.0258,0.0134,40.95,6.14,47.09,0.47,0.16,0.63,,,,,,,,,,,
1168,C01E,C,DSC01168.JPG,2/27/2019 10:35,2018:07:24 17:48:34,2018:07:24 17:48:34,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7548798.1,0.723,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.78,6.2,3.61,2.98,2.68,3.3,2.74,14.22,4.23,3.39,3.17,3.92,3.24,17.28,3,0.85,0.88,0.84,0.84,0.85,1,,,,,,0,0,0,0,2.739,4.233,3.392,3.169,3.924,3.235,,,,,0.0653,0.0858,0.068,40.95,6.14,47.09,2.67,0.53,3.2,,,,,,,,,,,
1169,C01E,N,DSC01169.JPG,2/27/2019 10:35,2018:07:24 17:49:05,2018:07:24 17:49:05,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7373818.6,0.706,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.54,5.73,2.89,3.13,2.86,4.01,3.06,10.08,3.37,3.62,3.53,5.16,3.81,11.16,4,0.86,0.87,0.81,0.78,0.8,1,,,,,,0,0,0,0,3.061,3.373,3.621,3.53,5.155,3.813,,,,,0.0714,0.0634,0.0703,40.95,6.14,47.09,2.92,0.39,3.31,,,,,,,,,,,
1170,C01E,E,DSC01170.JPG,2/27/2019 10:35,2018:07:24 17:49:41,2018:07:24 17:49:41,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7089023.6,0.679,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.94,6.51,3.14,3.01,2.68,2.75,2.45,14.94,3.73,3.73,3.45,3.57,3.22,17.1,6,0.84,0.81,0.78,0.77,0.76,1,,,,,,0,0,0,0,2.447,3.725,3.735,3.454,3.574,3.221,,,,,0.0692,0.1045,0.0738,40.95,6.14,47.09,2.83,0.64,3.48,,,,,,,,,,,
1171,C01E,S,DSC01171.JPG,2/27/2019 10:35,2018:07:24 17:50:24,2018:07:24 17:50:24,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8219116.1,0.787,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.15,4.63,6.13,3.67,3.27,4.23,3.47,15.12,6.93,4.34,4.19,5.48,4.5,12.42,8,0.88,0.85,0.78,0.77,0.77,1,,,,,,0,0,0,0,3.472,6.932,4.34,4.194,5.48,4.495,,,,,0.0402,0.0775,0.0451,40.95,6.14,47.09,1.65,0.48,2.12,,,,,,,,,,,
1172,C01E,W,DSC01172.JPG,2/27/2019 10:36,2018:07:24 17:51:23,2018:07:24 17:51:23,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7302733.9,0.7,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,6.16,6.58,2.95,3,2.7,3.74,2.96,9.72,3.38,3.43,3.35,4.56,3.64,13.14,3,0.87,0.88,0.81,0.82,0.81,1,,,,,,0,0,0,0,2.96,3.376,3.428,3.348,4.555,3.642,,,,,0.1094,0.0853,0.1063,40.95,6.14,47.09,4.48,0.52,5.01,,,,,,,,,,,
1174,C01W,C,DSC01174.JPG,2/27/2019 10:36,2018:07:24 17:52:26,2018:07:24 17:52:26,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7227516.8,0.692,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.44,5.78,3.09,3.08,2.84,3.1,2.62,14.04,3.66,3.62,3.57,4.06,3.33,14.04,2,0.84,0.85,0.79,0.76,0.79,1,,,,,,0,0,0,0,2.623,3.661,3.622,3.569,4.057,3.327,,,,,0.0663,0.0784,0.0678,40.95,6.14,47.09,2.71,0.48,3.19,,,,,,,,,,,
1175,C01W,N,DSC01175.JPG,2/27/2019 10:36,2018:07:24 17:52:59,2018:07:24 17:52:59,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8098821.7,0.776,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.16,4.33,3.03,3.47,3.22,4.74,3.57,7.56,3.82,4.07,4.05,6.37,4.63,6.48,13,0.79,0.85,0.8,0.74,0.77,1,,,,,,0,0,0,0,3.571,3.822,4.074,4.048,6.371,4.625,,,,,0.0235,0.0486,0.0268,40.95,6.14,47.09,0.96,0.3,1.26,,,,,,,,,,,
1176,C01W,E,DSC01176.JPG,2/27/2019 10:36,2018:07:24 17:53:45,2018:07:24 17:53:45,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7035549.6,0.674,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,6.79,7.45,2.69,2.77,2.49,3.05,2.64,17.28,3.1,3.14,2.95,3.84,3.19,18.18,3,0.87,0.88,0.85,0.79,0.83,1,,,,,,0,0,0,0,2.635,3.103,3.136,2.946,3.839,3.188,,,,,0.1714,0.1108,0.1635,40.95,6.14,47.09,7.02,0.68,7.7,,,,,,,,,,,
1177,C01W,S,DSC01177.JPG,2/27/2019 10:36,2018:07:24 17:54:25,2018:07:24 17:54:25,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7253889.3,0.695,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.9,6.6,3.74,3,2.67,2.97,2.64,15.3,4.74,4.03,3.81,4.49,3.75,12.6,5,0.79,0.74,0.7,0.66,0.7,1,,,,,,0,0,0,0,2.638,4.741,4.034,3.812,4.493,3.751,,,,,0.0188,0.1121,0.031,40.95,6.14,47.09,0.77,0.69,1.46,,,,,,,,,,,
1178,C01W,W,DSC01178.JPG,2/27/2019 10:36,2018:07:24 17:54:53,2018:07:24 17:54:53,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),6739820.6,0.646,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,7.44,7.77,2.66,2.73,2.56,3.59,2.77,12.78,3.55,3.31,3.21,4.68,3.54,10.62,3,0.75,0.82,0.8,0.77,0.78,1,,,,,,0,0,0,0,2.766,3.546,3.313,3.206,4.678,3.538,,,,,0.0868,0.0899,0.0872,40.95,6.14,47.09,3.56,0.55,4.11,,,,,,,,,,,
1181,D02W,C,DSC01181.JPG,2/27/2019 10:37,2018:07:24 17:59:33,2018:07:24 17:59:33,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8299701.8,0.795,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.17,3.35,3.71,3.68,3.26,3.84,3.17,12.6,4.77,4.12,3.81,4.61,3.74,11.52,0,0.78,0.89,0.86,0.83,0.85,1,,,,,,0,0,0,0,3.167,4.767,4.123,3.809,4.611,3.74,,,,,0.0584,0.0445,0.0566,40.95,6.14,47.09,2.39,0.27,2.67,,,,,,,,,,,
